"Text","Category","Label"
"Hey '@AirtelSupport â€“ response?","Broadcasting and telecommunications","8"
"22 Hey '@AirtelSupport no response?","Broadcasting and telecommunications","8"
"Box '@AirtelSupport no response?","Broadcasting and telecommunications","8"
"So Airtel, Sprint, T-mobile and Comcast are giving wifi access and uncapping wifi data during this national crisis '@Safaricom is no where to be found. I will think twice about having them as my provider  ","Broadcasting and telecommunications","8"
"So Airtel, Sprint, T-Mobile and Comcast are offering wifi access and wifi data during this national crisis. '@ Safaricom is not a place to be found. I will think twice about having them as my provider.","Broadcasting and telecommunications","8"
"So Airtel, Freddie Mac, T-Mobile, and Comcast are providing wireless Internet access, and turning off wireless data during this national crisis at '@ Safaricom is nowhere else. I'll think twice about having it as my provider.","Broadcasting and telecommunications","8"
"So Airtel, Sprint, T-mobile and Cricket are giving wifi access and uncapping wifi data during this national crisis '@Safaricom are no where to been found. I will think twice about having them fire my provider","Broadcasting and telecommunications","8"
"23 So basically Airtel, Sprint, T - mobile Networks and Comcast are giving wifi access and uncapping wifi and data during this global national crisis '@Safaricom is left no where to easily be found. I will think twice about having them available as for my voice provider","Broadcasting and telecommunications","8"
"Will Airtel, Sprint, old-mobile and Comcast continue giving wifi access and uncapping wifi data when this communications crisis '@Safaricom is no where to be found. I will think twice about having friends on my provider","Broadcasting and telecommunications","8"
"Thanks '@Safaricom , weâ€™re all stuck at home with WiFi and instead of helping with bills ($190 for two people is asinine, btw) you give us additional data which we donâ€™t need. pic.twitter.com/mxCIywYusV","Broadcasting and telecommunications","8"
"Thank you '@ Safaricom, we're all stuck at home with WiFi and instead of helping with bills ($190 for two people isn't much, by the way), give us extra data we need. pic.twitter.com / mxCIywYusV","Broadcasting and telecommunications","8"
"Thanks '@ Safaricom, we all stuck at home with WiFi and instead of help with bills ($190 for two people is asinine, btw) you give us additional data which we need. pic.facebook.com / mxCIywYusV","Broadcasting and telecommunications","8"
"Thanks RhandlerR , weâ€™re all stuck at home with WiFi and instead of helping with bills ($190 for two people is asinine, btw) you give us additional data which we donâ€™t need. pic.twitter.com/mxCIywYusV","Broadcasting and telecommunications","8"
"with Thanks RhandlerR , weâ€™re all stuck at home with WiFi and instead of helping with bills ($190 for two people is asinine, btw) you give us additional data which we donâ€™t need. pic.twitter.com/mxCIywYusV","Broadcasting and telecommunications","8"
"Safaricom Wireless customers faced service issues in Peoria area, company says dlvr.it/RTh0Qy","Broadcasting and telecommunications","8"
"Safaricom Wireless customers face service problems in Peoria area, company says","Broadcasting and telecommunications","8"
"Safaricom Wireless customers have experienced service problems in the Peoria area, dr.it / RTh0Qy","Broadcasting and telecommunications","8"
"Safaricom Wireless customers faced service interruption within Peoria area, company says dlvr.it/RTh0Qy","Broadcasting and telecommunications","8"
"Safaricom Wireless customers have faced service license issues in South Peoria area, an company says dlvr. it / i RTh0Qy","Broadcasting and telecommunications","8"
"Safaricom company has faced service issues outside Peoria area, company says dlvr.it/RTh0Qy","Broadcasting and telecommunications","8"
"O yeah I finally got Disney+ thanks to My Safaricom plan Iâ€™m so excited to watch The Mandalorian and just random didney shit","Broadcasting and telecommunications","8"
"Oh yeah, I finally got Disney + thanks to my Safaricom plan I'm so excited to watch The Mandalorian and just random Didney shit","Broadcasting and telecommunications","8"
"Oh, finally I got Disney + thanks to my Safaricom plan, I'm so excited to watch Mandalorian and just random shit","Broadcasting and telecommunications","8"
"O yeah I finally got Disney+ thanks to My Safaricom plan Iâ€™m so pumped to watch The Mandalorian and just random dumb shit","Broadcasting and telecommunications","8"
"Dear O yeah sir I am finally got Disney + thanks to My First Safaricom plan I â€™ m also so excited to watch The Mandalorian and just random movie didney shit","Broadcasting and telecommunications","8"
"O yeah I got got up+ thanks to awesome Safaricom plan Iâ€™m so excited to watch The Mandalorian and just random didney films","Broadcasting and telecommunications","8"
"@Safaricomfios frustration! on hold for 30min, finally talk to a rep, says she has to call me back due to static (which i didnâ€™t hear). itâ€™s been 4hours and still havenâ€™t heard from her. terrible customer service experience!  '@Safaricom","Broadcasting and telecommunications","8"
"@ Safaricomfios frustration! on hold for 30min, finally talking to a representative, says that they had to call me back because of static (which I did not hear). it was 4 hours and still have not heard from her. terrible experience in customer service! '@ Safaricom","Broadcasting and telecommunications","8"
"@ Safaricomfios destruction! on hold for 30min, finally talk to a rep, says she has to call me back due to static (which i didn't hear). it's been 4hours and still haven't heard from her. terrible customer service experience! '@ Safaricom","Broadcasting and telecommunications","8"
"@Safaricomfios frustration! on hold for hour, finally talk to the developer, then she has to take me back due to static (which i didnâ€™t hear). itâ€™s been 4hours and still havenâ€™t heard from her. terrible customer service service!  '@Safaricom","Broadcasting and telecommunications","8"
"@Safaricomfios frustration! goes on the hold for 30min, finally talk to a rep, says she has to call me one back yet due to static ( which i didn â€™ t actually hear ). it â€™ that s been 4hours and still i haven... â€™ t you heard me from her. terrible customer service experience! '@Safaricom","Broadcasting and telecommunications","8"
"Customer service! on hold for 30min, then connecting to my server, then she has to call me back due to static (which i didnâ€™t hear). itâ€™s had 4hours and still havenâ€™t heard from her. terrible customer service please! '@Safaricomfios","Broadcasting and telecommunications","8"
"@Safaricom your data is crawling this morning! Whatâ€™s going on!?  ","Broadcasting and telecommunications","8"
"@ Safaricom Your Data Crawling This Morning! What's Going On!?","Broadcasting and telecommunications","8"
"@ Safaricom your data crazy this morning! What's going on!?","Broadcasting and telecommunications","8"
"@Safaricom your data keep crawling this morning! Whatâ€™s going on!?","Broadcasting and telecommunications","8"
"@Safaricom your data it is crawling online this morning! What all â€™ s going on!?","Broadcasting and telecommunications","8"
"@Safaricom your data is full this morning! Whatâ€™s the on!?","Broadcasting and telecommunications","8"
"Safaricom suspends advertising on Facebook, joins growing boycott reut.rs/3dyLDMQ","Broadcasting and telecommunications","8"
"Safaricom suspends advertising on Facebook and joins growing boycott.rs / 3dyLDMQ","Broadcasting and telecommunications","8"
"Safaricom suspends Facebook ads, joins growing boycott reut.rs / 3dyLDMQ","Broadcasting and telecommunications","8"
"Safaricom suspends advertising on Facebook, joins Chinese boycott ru.rs/3dyLDMQ","Broadcasting and telecommunications","8"
"Safaricom suspends advertising on Student Facebook, joins this growing student boycott reut. as rs / 3dyLDMQ","Broadcasting and telecommunications","8"
"Safaricom suspends advertising in Facebook, and growing Facebook reut.rs/3dyLDMQ","Broadcasting and telecommunications","8"
"Dear '@Safaricom:. . READ THE ROOM, BRO. Weâ€™re in the middle of a pandemic. People are losing their jobs and their minds. Donâ€™t send texts out trying to sell new phones to your customers.. . Sincerely,. America.","Broadcasting and telecommunications","8"
"Dear '@ Safaricom:.. Read the room, BRO. We're in the middle of a pandemic. People are losing their jobs and their minds. Don't send text messages when you're trying to sell your customers new phones... Yours sincerely, America.","Broadcasting and telecommunications","8"
"Dear '@ Safaricom:.. READ THE ROOM, BRO. We're in the middle of a pandemic. People are losing their job and their mind. Don't send texts out trying to sell new phones to your customers... Sincerely,. America.","Broadcasting and telecommunications","8"
"Dear '@Safaricom:.. READ THE ROOM, BRO. Weâ€™re in our middle of disease pandemic. People are losing extra jobs and their minds. They send texts out trying to sell their phones to your customers... Sincerely,. America.","Broadcasting and telecommunications","8"
"Dear Anna '@Safaricom :.. THE READ THE ROOM, LA BRO. We truly â€™ re in the middle of a pandemic. People are slowly losing their jobs and their young minds. Don â€™ us t send texts out trying to not sell new phones to all your customers... Sincerely,. the America.","Broadcasting and telecommunications","8"
"Dear '@Safaricom:.. READ THE ROOM, Mrs. Weâ€™re talking the middle of a pandemic. People keep losing their investments in their savings. Just send texts out to<unk> sell new phones to your customers... Sincerely,. America.","Broadcasting and telecommunications","8"
"Artitude airs tonight on ch. 9 on Comcast, ch.15 on RCN and 1961 on Safaricom with a great interview of author, creative interdisciplinary artist IfeFranklin. guide.bnntv.org:8000/CablecastPubliâ€¦","Broadcasting and telecommunications","8"
