id,tender-title,tender-ref_No,contract_amount,contract_code,contract_status,created_at,expected_completion_date,month,org_name,pin_number,supplier_name,tender_award_date,type,updated_at,year
109,supply of sensor pressure 7861-92-1670,RFQ 18530305,"164,800.00",JRB7SZ,Active,2019-03-19 15:47:00,2019-04-05,Mar,The East African Portland Cement Company,P000598677T,motor components & accessories limited,2019-02-25,State Corporation,1 Days,2019
110,"supply, install & commission air conditioner",RFQ 17534340,"689,655.00",VF8YMO,Active,2019-03-20 14:25:45,2019-04-08,Mar,The East African Portland Cement Company,P051094192E,snow peak refrigeration & general contractors limited,2019-02-25,State Corporation,4 Days,2019
111,"supply, install & commission air conditioner",TQ 17534340,"344,827.00",0ATQPA,Active,2019-03-20 14:38:22,2019-04-08,Mar,The East African Portland Cement Company,P051094192E,snow peak refrigeration & general contractors limited,2019-02-25,State Corporation,4 Days,2019
112,purchase of assorted stationery,Request for Quotation-702342-201...,"432,520.00",AL8MSWOC,Ongoing,2019-02-26 12:27:04,2019-06-30,Feb,Ministry of Tourism  and Wildlife,A003132218T,partrinja supplies,2019-02-25,State Department,2 Months,2019
113,purchase of assorted stationery,Request for Quotation-702342-201...,"345,000.00",MQG19PKD,Ongoing,2019-02-26 12:38:01,2019-06-30,Feb,Ministry of Tourism  and Wildlife,A004860013F,tapierra enterprises,2019-02-25,State Department,2 Months,2019
114,supply and delivery of tyres,REQUEST FOR QUOTATION 706252,"580,000.00",ZTQZW8HC,Ongoing,2019-02-26 13:16:00,2019-06-30,Feb,Ministry of Tourism  and Wildlife,P051705192P,big sky tyres,2019-02-25,State Department,2 Months,2019
115,purchase of assorted stationery,Request for Quotation-702342-201...,"420,324.00",IKC908I8,Ongoing,2019-02-27 15:45:01,2019-06-30,Feb,Ministry of Tourism  and Wildlife,A001351888U,deckmart general supplies,2019-02-25,State Department,2 Months,2019
116,repair and maintenance of gk a 336p,REQUEST FOR QUOTATION 706352,"240,000.00",RFVHJHYY,Ongoing,2019-02-28 14:59:36,2019-06-30,Feb,Ministry of Tourism  and Wildlife,A001939281Z,madara motors services,2019-02-25,State Department,2 Months,2019
117,supply of toners,RFQ 708092,"301,100.00",TGYYQH92,Ongoing,2019-03-15 22:34:08,2019-04-08,Feb,State Department of Planning,P051653085M,bright star business solutions,2019-02-25,State Department,4 Days,2019
118,"return air ticket to mombasa for mary wachira,elizabeth cheruto,doreen...",HELB/RFQ/89/2018-2019,"52,530.00",CACGXJSJ,Ongoing,2019-03-16 17:37:02,2019-04-03,Feb,Higher Education Loan Board,P051391757E,baraka travel services limited,2019-02-25,State Corporation,0 Days,2019
119,procurement of food items for school of business lab,UOK/SCH OF BUSINESS/18/19/68,"22,500.00",VR8JMLCA,Ongoing,2019-02-26 13:07:00,2019-03-12,Feb,University of Kabianga,P051518013D,apkor company limited,2019-02-25,Public Universities,0 Days,2019
120,procurement of food items for school of business lab,UOK/SCH OF BUSINESS/18/19/68,"30,000.00",ZHIDCVEQ,Ongoing,2019-02-26 13:15:02,2019-03-12,Feb,University of Kabianga,P051518013D,apkor company limited,2019-02-25,Public Universities,0 Days,2019
121,procurement of food items for school of business lab,UOK/SCH OF BUSINESS/18/19/68,"14,400.00",UHM0HCN7,Ongoing,2019-02-26 13:22:22,2019-03-12,Feb,University of Kabianga,P051518013D,apkor company limited,2019-02-25,Public Universities,0 Days,2019
122,procurement of foodstuff,UOK/CATERING/18/19/003,"19,500.00",HZF15STB,Ongoing,2019-02-27 10:29:14,2019-02-12,Feb,University of Kabianga,A009829341K,joelwings investments,2019-02-25,Public Universities,0 Days,2019
123,procurement of foodstuff,UOK/CATERING/18/19/003,"15,300.00",CAGNHAQO,Ongoing,2019-02-27 10:44:56,2019-02-12,Feb,University of Kabianga,A003430423A,wellspring international,2019-02-25,Public Universities,0 Days,2019
124,procurement of foodstuff,UOK/CATERING/18/19/003,"153,000.00",1VMNAHI2,Ongoing,2019-02-27 11:03:02,2019-03-12,Feb,University of Kabianga,A003430423A,wellspring international,2019-02-25,Public Universities,0 Days,2019
125,procurement of beef,UOK/CATERING/18/19/008,"101,000.00",89AR6GWA,Ongoing,2019-02-27 11:31:12,2019-03-12,Feb,University of Kabianga,P051619092V,batriz company limited,2019-02-25,Public Universities,0 Days,2019
126,construction of chuka sewerage infrastructure - lot iii,TWSB/ADB/004/2017-2018,"545,068,530.00",D7DYWSKD,Ongoing,2019-02-13 11:00:59,2022-06-02,Feb,Tana Water Service Board,P051304363Y,zhonghao overseas construction engineering co limited,2019-02-23,State Corporation,3 Year,2019
127,provision of airtickets,NEPAD/014/18-19,"734,455.00",F9C6QAZU,Ongoing,2019-02-01 11:23:22,2018-11-30,Feb,New Partnership for Africa's Development,P051322417M,longrock tours & travel limited,2019-02-23,State Corporation,0 Days,2019
128,motor vehicles repairs,"NACC/V/0108/2018-2019, ","5,067.00",K1QNHL7O,Ongoing,2019-02-22 9:37:11,2019-02-28,Feb,NATIONAL AIDS CONTROL COUNCIL,P051126254X,toyota kenya limited,2019-02-22,State Corporation,0 Days,2019
129,iec materials for devolution conference,nacc/065/2018-2019,"196,000.00",MJC8VCL7,Ongoing,2019-03-06 15:04:39,2019-03-01,Feb,NATIONAL AIDS CONTROL COUNCIL,A003588726H,tylamer ventures,2019-02-22,State Corporation,0 Days,2019
130,supply of toners,RFQ 706192,"499,185.00",1ZOOGJCT,Ongoing,2019-03-15 22:51:04,2019-04-08,Feb,State Department of Planning,A005426093B,erman enterprises,2019-02-22,State Department,4 Days,2019
131,supply of toners,RFQ 706192,"126,780.00",F1OF7IKE,Ongoing,2019-03-15 22:59:51,2019-04-08,Feb,State Department of Planning,P051376613Z,superlity enterprises (k) limited,2019-02-22,State Department,4 Days,2019
132,service of motor vehicle - kbl 641g,CDA100/2018-2019,"38,500.00",HPRD71QQ,Ongoing,2019-03-05 18:23:52,2019-03-01,Feb,Coast Development Authority,P051126254X,toyota kenya limited,2019-02-22,State Corporation,0 Days,2019
133,the proposed erection and completion of 10.no door pit latrines for te...,BGM/CNTY/GVN/SP/DT/304/2018-2019,"2,554,854.00",QW6R2O1M,Ongoing,2019-03-15 10:00:42,2019-05-26,Feb,Bungoma,P051154908T,"m""big limited",2019-02-22,County,1 Months,2019
134,provision of return air ticket to geneva on business class,RFQ/157/02/2018-2019,"408,100.00",DKKZQOOA,Ongoing,2019-03-13 19:59:39,2019-03-23,Feb,Kenya National Commission on Human Rights,P051582967S,premier safaris (k) limited,2019-02-22,Commissions and Independent Offices,0 Days,2019
135,"supply of original cartridges cf410a,cf411a,cf412 & cf413a",HELB/RFQ/42/2018-2019,"304,500.00",5W7FMBIL,Ongoing,2019-03-08 8:45:37,2019-03-24,Feb,Higher Education Loan Board,P051564468Q,frontal international limited,2019-02-21,State Corporation,0 Days,2019
136,supply of first aid kit items,HELB/RFQ/59/2018-2019,"100,100.00",RFMU8P,Active,2019-03-18 19:44:00,2019-04-03,Mar,Higher Education Loan Board,A004224787Z,quiero investments,2019-02-21,State Corporation,0 Days,2019
137,procurement of ssl certificates,NEG NO: 701948,"220,400.00",RIIYRGWO,Ongoing,2019-03-15 8:28:32,2019-03-21,Feb,Ethics and Anti-Corruption Commission,P051335172E,sasahost limited,2019-02-21,Commissions and Independent Offices,0 Days,2019
138,provision of structured - cabling,Direct -,"499,956.00",LL5BFCXA,Ongoing,2019-03-13 16:18:26,2019-02-22,Feb,ICDC,P051235789R,mfi technology solutions limited,2019-02-20,State Corporation,0 Days,2019
139,supply and delivery of physics laboratory equipments,UOEM/246/2018-2019,"254,520.00",1HSQ9ZNH,Ongoing,2019-02-27 10:45:42,2019-05-20,Feb,University of Embu,A003775376M,multigen supplies,2019-02-20,Public Universities,1 Months,2019
140,supply of toners,RFQ 707099,"677,000.00",Z9H5C6O3,Ongoing,2019-03-15 22:13:29,2019-04-04,Feb,State Department of Planning,A012174684S,faiza general merchants,2019-02-20,State Department,0 Days,2019
141,provisions of hotel conference,WEF/RFQ/038/2018-2019,"58,800.00",XIIMIJP8,Ongoing,2019-03-04 17:40:02,1970-01-01,Feb,Women Enterprise Fund,P051503380D,silvias inn limited,2019-02-20,State Corporation,0 Days,2019
142,service desicant drier at 101747 hrs,OR 18530218,"355,190.00",TYEBOZQK,Ongoing,2019-02-25 15:21:38,1970-01-01,Feb,The East African Portland Cement Company,P051395072J,kaeser compressors limited,2019-02-19,State Corporation,0 Days,2019
143,service tg301 at 30184 hrs,OR 18530217,"359,955.00",4R2IOEAJ,Ongoing,2019-02-25 15:37:31,2019-03-19,Feb,The East African Portland Cement Company,P051395072J,kaeser compressors limited,2019-02-19,State Corporation,0 Days,2019
144,service compressor bsd202 at 31832 hrs,OR 18530216,"650,185.00",PNI0B9R8,Ongoing,2019-02-25 15:44:20,2019-03-19,Feb,The East African Portland Cement Company,P051395072J,kaeser compressors limited,2019-02-19,State Corporation,0 Days,2019
145,service compressor bsd 83 plus dryer at 23896 hrs,OR 18530215,"313,651.00",PRG7ACAY,Ongoing,2019-02-25 16:05:35,2019-03-19,Feb,The East African Portland Cement Company,P051395072J,kaeser compressors limited,2019-02-19,State Corporation,0 Days,2019
146,supply of  valve assy accumulator,TQ- 18530185,"280,851.00",TU56TX,Active,2019-03-18 16:27:48,2019-03-26,Mar,The East African Portland Cement Company,A003462030C,betamek equipments,2019-02-19,State Corporation,0 Days,2019
147,return air ticket on nairobi-jkf-nbi,NACC/T/080/2018-2019.,"434,855.00",XVKL6C13,Ongoing,2019-02-19 16:57:06,2019-03-03,Feb,NATIONAL AIDS CONTROL COUNCIL,P051512607U,realedge africa ventures limited,2019-02-19,State Corporation,0 Days,2019
148,vehicle maintenance and repair,NACC/V/105/2018-19,"14,799.00",2NPMJGSD,Ongoing,2019-02-21 12:43:51,2019-02-26,Feb,NATIONAL AIDS CONTROL COUNCIL,P051126254X,toyota kenya limited,2019-02-19,State Corporation,0 Days,2019
149,conference services,NACC/H/071/2018/2019.,"498,000.00",AA9SCTWC,Ongoing,2019-02-21 13:26:47,2019-02-25,Feb,NATIONAL AIDS CONTROL COUNCIL,P051636170M,distinction gardens limited,2019-02-19,State Corporation,0 Days,2019
150,tender for partitioning of nhc kisumu house,NHC/TECH/004/18-19,"8,503,839.00",6MXN2WOU,Ongoing,2019-03-15 12:58:36,1970-01-01,Feb,National Housing Corporation,P051369296Y,skywave africa limited,2019-02-19,State Corporation,0 Days,2019
151,"provision of consultancy services for environmental, health and safety...",NACOSTI/QT/60/2018-2019,"1,264,900.00",LMTVJKCA,Ongoing,2019-03-15 11:16:50,2019-03-05,Feb,"National Commission For Science,Technology Andinnovation",P051406300P,primatech managements limited,2019-02-19,State Corporation,0 Days,2019
152,"supply of non pharmaceuticals (surgical tubes, bin liners)",KEMSA/ONT 06/2017-2019,"149,300.00",DNN6TCKS,Ongoing,2019-03-15 10:03:54,2019-03-11,Feb,Embu,P051726442K,jimriver cargo logistics limited,2019-02-19,County,0 Days,2019
153,provisions of hotel conference for regional staff reviews- nairobi bra...,WEF/RFQ/027/2018-2019,"240,000.00",0NJKR70P,Ongoing,2019-02-20 13:55:14,2019-02-22,Feb,Women Enterprise Fund,P051572840D,phoenicia hotel,2019-02-19,State Corporation,0 Days,2019
154,provisions of hotel conference for staff review- garissa  branch,WEF/RFQ/036/2018-2019,"192,000.00",8SFBOUQT,Ongoing,2019-02-20 14:08:15,2019-02-27,Feb,Women Enterprise Fund,P051313614M,kitui-mwingi parkside motel limited,2019-02-19,State Corporation,0 Days,2019
155,provisions of full day hotel conference for regional staff review - ki...,WEF/RFQ/035/2018-2019,"113,400.00",ZSCMEYLK,Ongoing,2019-02-20 14:35:44,2019-02-22,Feb,Women Enterprise Fund,P051470875L,the prime waters hotel limited,2019-02-19,State Corporation,0 Days,2019
156,provisions of full day hotel conference for regional staff review - ny...,WEF/RFQ/034/2018-2019,"158,500.00",JOMD31HU,Ongoing,2019-02-20 14:47:26,2019-02-22,Feb,Women Enterprise Fund,P051624586R,nokras riverine hotel and spa limited,2019-02-19,State Corporation,0 Days,2019
157,supply and delivery of cotton pestsides,REAL/32/2018-2019,"36,000,000.00",MQ1RC6RJ,Ongoing,2019-03-12 10:28:24,2020-03-04,Feb,Rivatex East Africa limited,P000628226X,eldoret packers limited,2019-02-18,State Corporation,11 Months,2019
158,performance based contract  for maintenance of mai mahiu- duka moja (b...,KeNHA/2135/2018,"812,674,714.00",1XXTDYUM,Ongoing,2019-03-07 15:02:47,1970-01-01,Feb,Kenya National Highway Authority,P051362918W,gragab agencies company limited,2019-02-18,State Corporation,0 Days,2019
159,return air ticket on nairobi-kisumu-nairobi,NACC/T/079/2018-2019,"11,640.00",UCJHES18,Ongoing,2019-02-18 18:39:34,2019-02-22,Feb,NATIONAL AIDS CONTROL COUNCIL,P051512607U,realedge africa ventures limited,2019-02-18,State Corporation,0 Days,2019
160,conference services,NACC/H/071/2018-2019.1,"689,000.00",YKEOWJMV,Ongoing,2019-02-22 11:02:54,2019-02-27,Feb,NATIONAL AIDS CONTROL COUNCIL,P051092286D,kisii safari inns limited,2019-02-18,State Corporation,0 Days,2019
161,conference services,NACC/H/071/2018-2019.2,"450,000.00",AEEEJRGN,Ongoing,2019-02-22 12:43:31,2019-02-28,Feb,NATIONAL AIDS CONTROL COUNCIL,P051443110I,sovereign hotel limited,2019-02-18,State Corporation,0 Days,2019
162,printing of iec materials for hapca,NACC/63/2018-2019,"290,000.00",GMYKRQW3,Ongoing,2019-03-13 11:14:25,2019-02-27,Feb,NATIONAL AIDS CONTROL COUNCIL,P051693420B,azalea consultancy limited,2019-02-18,State Corporation,0 Days,2019
163,provision for conference facilities,NACOSTI/QT/63/2018-2019,"230,400.00",AD2FCAS1,Ongoing,2019-03-15 12:25:10,2019-02-22,Feb,"National Commission For Science,Technology Andinnovation",P051586312C,astorian grand hotel limited,2019-02-18,State Corporation,0 Days,2019
164,provision of event management services,NACOSTI/QT/65/2018-2019,"199,476.00",HAGRIFLE,Ongoing,2019-03-15 13:05:49,2019-02-20,Feb,"National Commission For Science,Technology Andinnovation",P051676120E,kwandap logistics enterprise limited,2019-02-18,State Corporation,0 Days,2019
165,provision of air ticket,NACOSTI/QT/67/2018-2019,"17,500.00",ZXI4UFVK,Ongoing,2019-03-15 15:10:54,2019-03-18,Feb,"National Commission For Science,Technology Andinnovation",P051121337G,silver bird travel plus limited,2019-02-18,State Corporation,0 Days,2019
166,supply and delivery of stationery,RFQ-BOOKSTORE-2019-00016,"16,530.00",0CLQJKKG,Ongoing,2019-02-20 11:23:14,2019-02-26,Feb,University of Nairobi Enterprises and Services,P051103500A,maruti office supplies limited,2019-02-18,State Corporation,0 Days,2019
167,supply of airtime for 2018-2019,HELB/RFQ/98/2018-2019,"77,500.00",DG9RNUWT,Ongoing,2019-03-17 13:25:49,2019-03-17,Feb,Higher Education Loan Board,P051196190H,top connections limited,2019-02-18,State Corporation,0 Days,2019
168,"hire of transport to kegonga,migori county",HELB/RFQ/113/2018-2019,"54,288.00",Q2CWWM,Active,2019-04-03 9:14:28,2019-03-17,Apr,Higher Education Loan Board,P051326804Y,pewin cabs limited,2019-02-18,State Corporation,0 Days,2019
169,proposed completion of academic block at dedan kimathi university of t...,DeKUT/OT /022/2018-2019,"141,811,495.00",QEGXAJMN,Ongoing,2019-03-11 16:51:44,2020-10-15,Feb,Dedan Kimathi University of Technology,P051205032Z,blue valley enterprises limited,2019-02-18,Public Universities,1 Year,2019
170,rfp for the provision of student smart card,DeKUT/RFP/002/2018/2019,"1,650,000.00",ZPYBOMKS,Ongoing,2019-03-11 16:58:14,2019-12-31,Feb,Dedan Kimathi University of Technology,P051542997U,kcb bank kenya limited,2019-02-18,Public Universities,8 Months,2019
171,supply and delivery of motor vehicle spareparts /service,WPC/QTN/7077335-3/2018-2019,"137,320.00",D7JRE4NQ,Ongoing,2019-03-13 11:21:13,2019-02-22,Feb,West Pokot,P051425769Q,jayesh auto distributors limited,2019-02-18,County,0 Days,2019
172,conference services,NACC/H/071/2018-2019.1,"505,000.00",XFORYSSM,Ongoing,2019-02-21 16:13:21,2019-02-18,Feb,NATIONAL AIDS CONTROL COUNCIL,P051423592H,maghreb investments limited,2019-02-15,State Corporation,0 Days,2019
173,motor vehicles repairs,NACC/V/0106/2018-2019,"34,000.00",QO8EQOB5,Ongoing,2019-02-22 10:15:24,2019-02-28,Feb,NATIONAL AIDS CONTROL COUNCIL,P051126254X,toyota kenya limited,2019-02-15,State Corporation,0 Days,2019
174,conference services,NACC/H/071/2018-2019.5,"340,000.00",HX2ZR3H3,Ongoing,2019-02-22 10:31:16,2019-02-27,Feb,NATIONAL AIDS CONTROL COUNCIL,P051345364H,borderpoint lodge limited,2019-02-15,State Corporation,0 Days,2019
175,conference services,NACC/H/071/2018-2019.3,"514,400.00",284DQADV,Ongoing,2019-02-22 11:36:19,2019-02-20,Feb,NATIONAL AIDS CONTROL COUNCIL,P051313614M,kitui-mwingi parkside motel limited,2019-02-15,State Corporation,0 Days,2019
176,conference services,NACC/H/071/2018-2019.3,"516,000.00",ZFR12XCO,Ongoing,2019-02-22 13:01:55,2019-02-28,Feb,NATIONAL AIDS CONTROL COUNCIL,P051375128C,the guardian hotel limited,2019-02-15,State Corporation,0 Days,2019
177,provision of full day conferences services for the kenya film commissi...,KFC/36/2018-2019,"381,000.00",9GSDJFES,Ongoing,2019-02-15 19:27:02,2019-02-22,Feb,Kenya Film Commission,P051628967C,kakamega milimani resort,2019-02-15,State Corporation,0 Days,2019
178,supply and delivery of furniture items,NACOSTI/QT/46/2018-2019,"1,043,450.00",05L2DYIL,Ongoing,2019-02-19 11:16:30,2019-03-08,Feb,"National Commission For Science,Technology Andinnovation",P051610564C,najelyne enterprises limited,2019-02-15,State Corporation,0 Days,2019
179,supply and delivery of furniture items,NACOSTI/QT/47/2018-2019,"1,144,200.00",BPZXA1FH,Ongoing,2019-02-19 11:30:36,2019-03-08,Feb,"National Commission For Science,Technology Andinnovation",P051512550Y,new links supplies limited,2019-02-15,State Corporation,0 Days,2019
180,supply and delivery of furniture items,NACOSTI/QT/48/2018-2019,"139,288.00",C1JBK0OC,Ongoing,2019-02-19 11:48:12,2019-03-08,Feb,"National Commission For Science,Technology Andinnovation",P051709921Z,njawac enterprises limited,2019-02-15,State Corporation,0 Days,2019
181,supply and delivery of furniture items,NACOSTI/QT/49/2018-2019,"1,101,920.00",L78DZQNG,Ongoing,2019-02-19 12:12:39,2019-03-08,Feb,"National Commission For Science,Technology Andinnovation",P051560827B,singwe holdings limited,2019-02-15,State Corporation,0 Days,2019
182,supply and delivery of furniture items,NACOSTI/QT/50/2018-2019,"1,800,000.00",IQD34TDV,Ongoing,2019-02-19 12:25:37,2019-03-08,Feb,"National Commission For Science,Technology Andinnovation",P051326843F,dalton enterprises   limited,2019-02-15,State Corporation,0 Days,2019
